"STATISTIC","Statistic Label","TLIST(M1)","Month","C03113V05042","Driving Test Centre","UNIT","VALUE"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","101","Ballina, Co. Mayo","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","102","Birr, Co. Offaly","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","103","Birr (County Arms Hotel), Co. Offaly","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","104","Buncrana, Co. Donegal","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","105","Carlow, Co. Carlow","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","106","Carlow Talbot Hotel, Co. Carlow","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","107","Carrick On Shannon, Co. Leitrim","Weeks","16"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","108","Castlebar, Co. Mayo","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","109","Cavan, Co. Cavan","Weeks","21"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","110","Charlestown (Dublin), Co. Dublin","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","111","Clifden, Co. Galway","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","112","Clonmel, Co. Tipperary","Weeks","19"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","113","Cork (Ballincollig), Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","114","Cork (St. Finbarr's GAA Club Togher), Co. Cork","Weeks","17"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","115","Cork (Wilton), Co. Cork","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","116","Donegal, Co. Donegal","Weeks","19"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","117","Drogheda, Co. Louth","Weeks","30"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","118","Dun Laoghaire / Deansgrange, Co. Dublin","Weeks","21"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","119","Dundalk, Co. Louth","Weeks","17"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","120","Dungarvan, Co. Waterford","Weeks","15"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","121","Ennis, Co. Clare","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","122","Finglas, Co. Dublin","Weeks","17"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","123","Galway (Carnmore), Co. Galway","Weeks","17"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","124","Galway (Westside), Co. Galway","Weeks","20"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","125","Gorey, Co. Wexford","Weeks","19"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","126","Kilkenny (Govt Buildings), Co. Kilkenny","Weeks","6"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","127","Kilkenny (O'Loughlin Gaels), Co. Kilkenny","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","128","Killarney, Co. Kerry","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","129","Killester, Co. Dublin","Weeks","26"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","130","Kilrush, Co. Clare","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","131","Letterkenny, Co. Donegal","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","132","Limerick - Castlemungret, Co. Limerick","Weeks","22"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","133","Limerick - Woodview, Co. Limerick","Weeks","17"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","134","Limerick (Roxboro), Co. Limerick","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","135","Longford, Co. Longford","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","136","Loughrea, Co. Galway","Weeks","16"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","137","Loughrea (Lough Rea Hotel & Spa), Co. Galway","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","138","Mallow, Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","139","Mallow (Cork Racecourse Mallow), Co. Cork","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","140","Monaghan, Co. Monaghan","Weeks","15"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","141","Mulhuddart, Co. Dublin","Weeks","16"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","142","Mulhuddart (Carlton Hotel), Co. Dublin","Weeks","15"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","143","Mulhuddart Maple House, Co. Dublin","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","144","Mullingar, Co. Westmeath","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","145","Naas, Co. Kildare","Weeks","16"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","146","Navan, Co. Meath","Weeks","18"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","147","Nenagh, Co. Tipperary","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","148","Newcastle West, Co. Limerick","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","149","Newcastle West (Longcourt House Hotel), Co. Limerick","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","150","Portlaoise, Co. Laois","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","166","Portlaoise (Maldron Hotel), Co. Laois","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","151","Raheny, Co. Dublin","Weeks","18"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","152","Roscommon, Co. Roscommon","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","153","Shannon, Co. Clare","Weeks","16"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","154","Skibbereen, Co. Cork","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","155","Sligo, Co. Sligo","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","156","Tallaght, Co. Dublin","Weeks","24"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","157","Thurles, Co. Tipperary","Weeks","16"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","158","Tipperary, Co. Tipperary","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","159","Tralee, Co. Kerry","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","160","Tralee (HGV's), Co. Kerry","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","161","Tuam, Co. Galway","Weeks","17"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","162","Tullamore, Co. Offaly","Weeks","16"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","163","Waterford, Co. Waterford","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","164","Wexford, Co. Wexford","Weeks","15"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","165","Wicklow, Co. Wicklow","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","167","Galway (Clybaun Hotel), Co. Galway","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","168","Sandyford, Co. Dublin","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","169","Drogheda – Southgate, Co. Louth","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","170","Mitchelstown, Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","-","All driving test centres","Weeks","16.3"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","100","Athlone, Co. Westmeath","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","101","Ballina, Co. Mayo","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","102","Birr, Co. Offaly","Weeks","16"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","103","Birr (County Arms Hotel), Co. Offaly","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","104","Buncrana, Co. Donegal","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","105","Carlow, Co. Carlow","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","106","Carlow Talbot Hotel, Co. Carlow","Weeks","19"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","107","Carrick On Shannon, Co. Leitrim","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","108","Castlebar, Co. Mayo","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","109","Cavan, Co. Cavan","Weeks","17"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","110","Charlestown (Dublin), Co. Dublin","Weeks","17"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","111","Clifden, Co. Galway","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","112","Clonmel, Co. Tipperary","Weeks","16"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","113","Cork (Ballincollig), Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","114","Cork (St. Finbarr's GAA Club Togher), Co. Cork","Weeks","20"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","115","Cork (Wilton), Co. Cork","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","116","Donegal, Co. Donegal","Weeks","15"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","117","Drogheda, Co. Louth","Weeks","31"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","118","Dun Laoghaire / Deansgrange, Co. Dublin","Weeks","23"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","119","Dundalk, Co. Louth","Weeks","18"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","120","Dungarvan, Co. Waterford","Weeks","19"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","121","Ennis, Co. Clare","Weeks","15"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","122","Finglas, Co. Dublin","Weeks","20"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","123","Galway (Carnmore), Co. Galway","Weeks","19"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","124","Galway (Westside), Co. Galway","Weeks","20"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","125","Gorey, Co. Wexford","Weeks","20"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","126","Kilkenny (Govt Buildings), Co. Kilkenny","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","127","Kilkenny (O'Loughlin Gaels), Co. Kilkenny","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","128","Killarney, Co. Kerry","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","129","Killester, Co. Dublin","Weeks","29"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","130","Kilrush, Co. Clare","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","131","Letterkenny, Co. Donegal","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","132","Limerick - Castlemungret, Co. Limerick","Weeks","26"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","133","Limerick - Woodview, Co. Limerick","Weeks","17"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","134","Limerick (Roxboro), Co. Limerick","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","135","Longford, Co. Longford","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","136","Loughrea, Co. Galway","Weeks","21"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","137","Loughrea (Lough Rea Hotel & Spa), Co. Galway","Weeks","19"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202210","2022 October","138","Mallow, Co. Cork","Weeks",""
